Average word length,Pausality,Average NP length,Average sentence length,Number of clauses,Number of words,Number of verbs,Number of adjectives,Number of passive voice,Emotiveness,Content diversity,Redundancy,Lexical diversity,Number of modal verbs,Number of typos
4.0,1.6,1.7575757575757576,14.0,10,124,20,9,5,0.3333333333333333,0.47580645161290325,6.0,0.7016129032258065,0,2
4.1179487179487175,2.52,1.9363636363636363,18.12,25,390,37,33,2,0.416,0.4358974358974359,7.52,0.5717948717948718,2,14
3.891891891891892,2.4444444444444446,1.5483870967741935,14.777777777777779,9,111,13,7,0,0.2894736842105263,0.46846846846846846,5.777777777777778,0.6846846846846847,2,6
4.47887323943662,2.2,1.68,16.4,5,71,8,4,1,0.17857142857142858,0.5774647887323944,5.6,0.8591549295774648,0,1
4.118811881188119,1.7142857142857142,1.6071428571428572,16.142857142857142,7,101,10,7,1,0.4,0.39603960396039606,7.428571428571429,0.6534653465346535,0,2
4.466666666666667,1.6666666666666667,2.8,16.666666666666668,3,45,4,6,0,0.6923076923076923,0.5555555555555556,6.333333333333333,0.8444444444444444,1,1
4.224598930481283,7.0,2.1372549019607843,44.4,5,187,18,21,1,0.5925925925925926,0.42780748663101603,18.0,0.6631016042780749,3,1
4.62280701754386,3.6666666666666665,1.8125,22.666666666666668,6,114,12,17,0,0.6756756756756757,0.5614035087719298,7.666666666666667,0.7982456140350878,0,4
4.042553191489362,3.0833333333333335,1.7551020408163265,18.75,12,188,24,15,0,0.5,0.43617021276595747,7.75,0.6542553191489362,3,3
3.940074906367041,1.6666666666666667,1.6986301369863013,19.466666666666665,15,267,29,18,1,0.43209876543209874,0.3707865168539326,9.333333333333334,0.5355805243445693,4,4
4.35678391959799,2.9166666666666665,2.14,19.5,12,199,11,20,0,0.868421052631579,0.4321608040201005,8.416666666666666,0.6381909547738693,2,12
3.9732620320855614,1.7142857142857142,1.7291666666666667,15.071428571428571,14,187,21,14,0,0.5384615384615384,0.42780748663101603,6.5,0.6524064171122995,1,4
3.696969696969697,2.8,1.9397590361445782,17.65,20,297,34,19,0,0.38636363636363635,0.3838383838383838,7.55,0.5622895622895623,5,1
3.915,1.6470588235294117,1.9019607843137254,13.411764705882353,17,200,26,14,1,0.34285714285714286,0.485,5.294117647058823,0.67,2,3
3.9761904761904763,1.6923076923076923,1.68,17.846153846153847,13,210,32,13,1,0.5483870967741935,0.4238095238095238,8.076923076923077,0.6333333333333333,3,4
4.6625,1.4,1.6538461538461537,17.4,5,80,12,3,0,0.1724137931034483,0.425,8.2,0.775,4,0
3.9205607476635516,1.4482758620689655,1.7358490566037736,16.20689655172414,29,428,51,36,1,0.55,0.37616822429906543,7.793103448275862,0.5116822429906542,6,6
4.640350877192983,1.8571428571428572,2.032258064516129,18.142857142857142,7,114,8,16,0,0.5526315789473685,0.5175438596491229,7.285714285714286,0.7631578947368421,0,1
4.5625,0.75,1.6666666666666667,8.75,4,32,3,4,0,1.6666666666666667,0.59375,3.25,0.96875,1,0
4.0456852791878175,2.4705882352941178,1.9423076923076923,14.058823529411764,17,197,18,29,1,0.6206896551724138,0.3756345177664975,5.9411764705882355,0.583756345177665,1,3
4.041935483870968,2.6875,1.6904761904761905,22.0625,16,310,33,25,2,0.5111111111111111,0.4096774193548387,10.0625,0.5774193548387097,5,3
4.1753554502369665,3.8,1.9322033898305084,24.9,10,211,30,8,1,0.2894736842105263,0.47393364928909953,9.6,0.6587677725118484,3,7
3.869565217391304,1.588235294117647,1.8627450980392157,13.764705882352942,17,207,22,19,3,0.3283582089552239,0.42028985507246375,6.176470588235294,0.5845410628019324,3,2
4.0,3.2222222222222223,1.837837837837838,20.444444444444443,9,155,15,22,1,0.8536585365853658,0.44516129032258067,8.444444444444445,0.7096774193548387,3,0
4.7272727272727275,2.5,2.0,13.5,4,44,1,6,0,0.6153846153846154,0.45454545454545453,5.5,0.75,0,1
4.521739130434782,2.0,2.1818181818181817,25.0,2,46,4,5,0,0.8333333333333334,0.5434782608695652,10.5,0.9130434782608695,1,1
3.86046511627907,1.7272727272727273,1.5833333333333333,9.545454545454545,11,86,9,9,0,0.6521739130434783,0.43023255813953487,3.909090909090909,0.6976744186046512,2,1
3.727272727272727,1.0,1.2307692307692308,7.285714285714286,7,44,7,2,0,0.6,0.38636363636363635,3.5714285714285716,0.7727272727272727,2,0
4.0,1.7272727272727273,1.8043478260869565,19.09090909090909,11,191,26,18,1,0.5166666666666667,0.46596858638743455,8.0,0.6649214659685864,1,2
4.042105263157895,1.3636363636363635,1.7307692307692308,10.0,11,95,14,9,0,0.375,0.42105263157894735,4.636363636363637,0.6631578947368421,1,2
4.072,2.4,1.9722222222222223,27.4,5,125,10,10,0,0.4878048780487805,0.408,12.4,0.64,2,2
4.454081632653061,3.1,2.0217391304347827,22.7,10,196,21,20,2,0.4603174603174603,0.46938775510204084,9.2,0.6275510204081632,1,5
4.0927152317880795,1.8181818181818181,1.8108108108108107,15.545454545454545,11,151,21,11,0,0.4117647058823529,0.47019867549668876,6.7272727272727275,0.6556291390728477,3,3
4.238095238095238,1.9,1.8636363636363635,10.3,10,84,10,13,0,0.6666666666666666,0.5357142857142857,3.4,0.8214285714285714,2,0
3.789473684210526,1.2,2.0714285714285716,12.6,10,114,13,7,0,0.34210526315789475,0.5,5.6,0.7368421052631579,0,3
4.303921568627451,1.8,1.8620689655172413,15.4,15,204,27,13,0,0.352112676056338,0.4362745098039216,6.733333333333333,0.6568627450980392,0,4
3.6818181818181817,1.875,1.5945945945945945,18.375,8,132,18,6,0,0.3333333333333333,0.44696969696969696,8.625,0.6893939393939394,2,5
4.315270935960591,2.0,2.12,18.916666666666668,12,203,22,22,1,0.49230769230769234,0.43842364532019706,8.083333333333334,0.5911330049261084,5,4
3.9285714285714284,1.7777777777777777,1.8157894736842106,17.333333333333332,9,140,20,14,0,0.3541666666666667,0.44285714285714284,8.444444444444445,0.7,1,4
3.9727272727272727,2.0,1.71875,20.333333333333332,6,110,12,10,1,0.6923076923076923,0.39090909090909093,10.333333333333334,0.6272727272727273,2,1
4.639344262295082,2.142857142857143,2.2045454545454546,15.214285714285714,14,183,20,24,1,0.6785714285714286,0.4371584699453552,6.285714285714286,0.6557377049180327,5,2
4.237903225806452,2.0,1.7638888888888888,19.714285714285715,14,248,24,16,1,0.5072463768115942,0.3951612903225806,8.857142857142858,0.5443548387096774,1,5
4.689655172413793,2.5,2.2222222222222223,9.75,4,29,4,2,0,0.2727272727272727,0.5862068965517241,2.5,0.8275862068965517,0,0
3.915422885572139,1.7857142857142858,1.7407407407407407,16.142857142857142,14,201,21,16,0,0.5357142857142857,0.39800995024875624,7.428571428571429,0.5920398009950248,4,4
4.092165898617512,3.1904761904761907,1.7894736842105263,23.857142857142858,21,434,49,38,5,0.5118110236220472,0.3986175115207373,10.428571428571429,0.5276497695852534,2,6
4.4105691056910565,1.8571428571428572,2.0327868852459017,19.428571428571427,14,246,22,26,3,0.5375,0.42276422764227645,8.071428571428571,0.573170731707317,2,6
3.8926553672316384,1.7,1.6666666666666667,19.4,10,177,27,11,1,0.4482758620689655,0.4124293785310734,9.1,0.6045197740112994,1,1
4.011904761904762,1.4,2.3043478260869565,18.2,5,84,5,7,0,0.37037037037037035,0.40476190476190477,8.4,0.6547619047619048,0,1
4.1187845303867405,3.411764705882353,2.0714285714285716,24.705882352941178,17,362,31,39,0,0.5081967213114754,0.39779005524861877,10.176470588235293,0.5303867403314917,1,9
3.979381443298969,1.8,1.6206896551724137,21.2,5,97,11,6,1,0.3103448275862069,0.3711340206185567,11.0,0.6494845360824743,1,2
4.216666666666667,1.0,1.5555555555555556,8.5,8,60,4,10,0,1.0,0.36666666666666664,4.25,0.6166666666666667,0,0
4.0,2.2857142857142856,2.1,18.285714285714285,7,112,10,9,0,0.4166666666666667,0.4375,7.857142857142857,0.7232142857142857,3,2
4.243107769423559,2.44,1.9333333333333333,18.4,25,399,46,29,6,0.352112676056338,0.40350877192982454,7.72,0.543859649122807,5,12
3.926829268292683,2.5,2.142857142857143,23.0,2,41,1,7,0,1.875,0.4634146341463415,11.0,0.8536585365853658,0,1
4.359223300970874,2.0,1.6285714285714286,11.363636363636363,11,103,11,6,0,0.3939393939393939,0.5242718446601942,4.090909090909091,0.7669902912621359,3,4
4.687074829931973,2.0,1.7777777777777777,20.375,8,147,15,14,1,0.42,0.4489795918367347,9.125,0.6666666666666666,0,3
4.1891891891891895,1.0,1.8095238095238095,13.333333333333334,6,74,7,6,0,0.43478260869565216,0.4594594594594595,6.333333333333333,0.7027027027027027,0,0
4.3,1.5,2.1538461538461537,16.5,4,60,5,11,0,0.9375,0.55,6.5,0.8,0,0
4.349206349206349,2.2222222222222223,1.9154929577464788,16.22222222222222,18,252,20,26,0,0.5394736842105263,0.376984126984127,7.111111111111111,0.5277777777777778,0,5
4.322916666666667,1.6,1.825,16.0,20,288,27,29,0,0.5168539325842697,0.40625,7.35,0.5868055555555556,4,6
4.434285714285714,1.5384615384615385,1.7254901960784315,15.0,13,175,18,15,0,0.56,0.3485714285714286,7.230769230769231,0.5828571428571429,3,3
4.58282208588957,2.225806451612903,1.9574468085106382,12.741935483870968,31,326,29,48,2,0.6228070175438597,0.5,3.935483870967742,0.656441717791411,2,8
4.5606060606060606,1.1,1.6470588235294117,7.7,10,66,1,12,0,1.5,0.5606060606060606,2.3,0.7272727272727273,0,2
4.089068825910931,1.9375,1.7560975609756098,17.375,16,247,27,22,0,0.39285714285714285,0.4008097165991903,7.9375,0.5910931174089069,2,6
3.855769230769231,1.7142857142857142,1.7777777777777777,16.571428571428573,7,104,9,9,0,0.4838709677419355,0.40384615384615385,8.142857142857142,0.7019230769230769,1,0
4.161904761904762,3.5238095238095237,2.1926605504587156,23.523809523809526,21,420,45,47,0,0.45774647887323944,0.46904761904761905,8.619047619047619,0.5833333333333334,5,11
4.051282051282051,1.3,1.8333333333333333,13.0,10,117,9,12,1,1.0416666666666667,0.4188034188034188,6.3,0.717948717948718,0,4
4.569105691056911,2.0588235294117645,2.0256410256410255,9.294117647058824,17,123,13,19,1,0.717948717948718,0.6260162601626016,2.1176470588235294,0.8373983739837398,0,5
4.223021582733813,2.2222222222222223,1.85,17.666666666666668,9,139,15,17,2,0.5777777777777777,0.4460431654676259,7.777777777777778,0.6618705035971223,1,2
4.113636363636363,1.6666666666666667,1.7916666666666667,16.333333333333332,6,88,8,7,0,0.6153846153846154,0.4318181818181818,7.166666666666667,0.7386363636363636,1,3
3.963636363636364,1.2258064516129032,1.830188679245283,13.64516129032258,31,385,54,33,1,0.44274809160305345,0.3922077922077922,5.935483870967742,0.5246753246753246,5,4
4.446524064171123,2.391304347826087,1.8645833333333333,18.652173913043477,23,374,36,39,1,0.6283185840707964,0.40641711229946526,7.826086956521739,0.5481283422459893,4,6
4.0285714285714285,1.5,1.9310344827586208,14.625,8,105,8,13,0,0.7142857142857143,0.45714285714285713,6.25,0.7238095238095238,0,1
4.379310344827586,1.2777777777777777,1.6923076923076923,10.944444444444445,18,174,20,18,1,0.4642857142857143,0.5172413793103449,4.277777777777778,0.7298850574712644,0,7
4.296875,2.3333333333333335,2.7058823529411766,13.0,6,64,5,10,0,0.6956521739130435,0.59375,4.0,0.875,0,0
3.814814814814815,1.5714285714285714,1.9545454545454546,13.142857142857142,7,81,9,6,0,0.64,0.3950617283950617,6.285714285714286,0.6790123456790124,1,0
3.891891891891892,1.2307692307692308,1.7755102040816326,15.461538461538462,13,185,21,13,1,0.5,0.40540540540540543,7.0,0.6054054054054054,3,5
4.342465753424658,1.7142857142857142,1.8,12.142857142857142,7,73,5,11,0,0.7272727272727273,0.5342465753424658,4.428571428571429,0.821917808219178,1,1
4.546255506607929,2.6666666666666665,1.6031746031746033,21.583333333333332,12,227,28,24,2,0.4567901234567901,0.4933920704845815,8.416666666666666,0.7092511013215859,3,5
4.578947368421052,2.0,1.9,11.5,4,38,0,9,0,0.6923076923076923,0.6052631578947368,3.5,0.8947368421052632,0,1
3.95,2.4,1.7901234567901234,25.066666666666666,15,340,39,27,0,0.7093023255813954,0.34705882352941175,12.866666666666667,0.5264705882352941,1,4
4.1066666666666665,2.0,1.945945945945946,20.75,8,150,16,11,1,0.4375,0.43333333333333335,10.0,0.6666666666666666,2,1
3.751968503937008,1.4473684210526316,1.9075630252100841,14.81578947368421,38,508,59,36,6,0.5333333333333333,0.3562992125984252,6.7894736842105265,0.47834645669291337,6,6
3.9152542372881354,1.2,1.8823529411764706,13.0,5,59,6,5,1,0.35,0.4915254237288136,5.8,0.7796610169491526,0,0
4.459183673469388,2.25,2.16,14.5,8,98,7,13,0,1.0,0.47959183673469385,5.75,0.7142857142857143,1,1
4.204225352112676,2.142857142857143,1.813953488372093,22.428571428571427,7,142,14,11,1,0.3333333333333333,0.352112676056338,11.142857142857142,0.5704225352112676,1,4
4.0875,1.2857142857142858,2.2941176470588234,12.714285714285714,7,80,9,10,1,0.7619047619047619,0.425,6.142857142857143,0.675,0,0
4.2023809523809526,1.625,2.0,12.125,8,84,9,7,1,0.5416666666666666,0.4642857142857143,5.375,0.7261904761904762,1,1
3.7058823529411766,1.3888888888888888,1.7636363636363637,12.722222222222221,18,204,24,15,0,0.4393939393939394,0.4117647058823529,5.777777777777778,0.6274509803921569,1,2
4.23059866962306,2.1153846153846154,2.0,19.46153846153846,26,451,45,42,5,0.3353658536585366,0.43015521064301554,8.384615384615385,0.541019955654102,1,11
4.297101449275362,1.5,1.6756756756756757,24.5,6,138,9,17,2,1.0344827586206897,0.38405797101449274,12.166666666666666,0.6159420289855072,0,5
4.143564356435643,2.6153846153846154,1.9642857142857142,18.153846153846153,13,202,14,21,2,0.5483870967741935,0.46534653465346537,6.769230769230769,0.6237623762376238,2,2
4.112676056338028,2.230769230769231,1.65,18.615384615384617,13,213,21,19,2,0.8723404255319149,0.4225352112676056,7.846153846153846,0.6244131455399061,5,2
4.053097345132743,1.3333333333333333,1.411764705882353,20.166666666666668,6,113,19,7,0,0.42424242424242425,0.34513274336283184,11.833333333333334,0.7168141592920354,1,0
4.378787878787879,2.0,1.7727272727272727,13.0,6,66,3,6,0,0.75,0.5,5.166666666666667,0.7121212121212122,0,1
3.9817708333333335,2.7142857142857144,1.7403846153846154,21.0,21,384,43,30,3,0.5370370370370371,0.390625,9.142857142857142,0.5260416666666666,3,7
4.347280334728033,3.2666666666666666,1.9285714285714286,19.2,15,239,24,16,2,0.2717391304347826,0.4895397489539749,6.8,0.6778242677824268,2,1
4.069387755102041,4.333333333333333,2.1129032258064515,31.555555555555557,9,245,17,22,2,0.5606060606060606,0.44081632653061226,13.0,0.6285714285714286,6,4
4.052631578947368,1.5,1.9245283018867925,13.375,16,190,18,15,1,0.4727272727272727,0.4368421052631579,6.0625,0.6631578947368421,1,1
4.040485829959514,1.25,1.7285714285714286,11.541666666666666,24,247,30,23,0,0.4050632911392405,0.4089068825910931,5.25,0.5587044534412956,2,3
4.112781954887218,3.0,1.9285714285714286,22.0,7,133,10,16,0,0.5789473684210527,0.39097744360902253,9.857142857142858,0.6240601503759399,1,1
4.040268456375839,1.4782608695652173,1.7848101265822784,14.434782608695652,23,298,42,18,1,0.4835164835164835,0.412751677852349,6.478260869565218,0.5469798657718121,2,6
3.869109947643979,1.25,2.0980392156862746,17.166666666666668,12,191,15,13,0,0.39655172413793105,0.39790575916230364,8.583333333333334,0.5445026178010471,0,8
4.109803921568627,2.0,1.894736842105263,23.25,12,255,33,22,4,0.46987951807228917,0.4470588235294118,10.0,0.6431372549019608,4,8
4.2518939393939394,3.576923076923077,2.1791044776119404,23.884615384615383,26,528,59,47,1,0.45294117647058824,0.4053030303030303,9.23076923076923,0.5132575757575758,7,15
3.765323992994746,1.9069767441860466,1.5620915032679739,15.186046511627907,43,571,63,40,4,0.5686274509803921,0.3467600700525394,7.186046511627907,0.45709281961471104,4,11
3.9622641509433962,1.5555555555555556,1.6551724137931034,13.333333333333334,9,106,11,9,1,0.8,0.42452830188679247,5.666666666666667,0.6698113207547169,2,3
3.874285714285714,1.8333333333333333,1.7916666666666667,16.416666666666668,24,350,50,17,1,0.3,0.38285714285714284,7.291666666666667,0.5428571428571428,10,6
4.660377358490566,1.75,2.2,8.375,8,53,3,6,0,0.38095238095238093,0.6037735849056604,2.25,0.8679245283018868,0,2
4.392857142857143,3.3125,1.9864864864864864,22.5625,16,308,33,40,1,0.6404494382022472,0.44805194805194803,9.375,0.5909090909090909,4,9
4.103211009174312,2.0,1.6666666666666667,15.212121212121213,33,436,72,29,3,0.35135135135135137,0.3922018348623853,6.636363636363637,0.5389908256880734,5,7
3.8968253968253967,1.9090909090909092,1.8611111111111112,13.363636363636363,11,126,11,13,0,0.6176470588235294,0.42857142857142855,5.7272727272727275,0.6428571428571429,1,1
4.0060975609756095,1.6153846153846154,1.5476190476190477,14.23076923076923,13,164,19,12,0,0.48,0.4634146341463415,6.0,0.676829268292683,2,4
3.966887417218543,1.0,1.853658536585366,13.583333333333334,12,151,13,16,1,0.6410256410256411,0.44370860927152317,6.25,0.6688741721854304,6,3
3.7505773672055427,1.7741935483870968,1.6842105263157894,15.741935483870968,31,433,52,36,2,0.5,0.3394919168591224,7.32258064516129,0.4618937644341801,8,7
4.0394736842105265,2.4,2.6875,17.6,5,76,8,8,1,0.5925925925925926,0.4473684210526316,6.8,0.7368421052631579,1,1
4.333333333333333,1.5714285714285714,1.9,12.714285714285714,7,78,8,11,1,0.8181818181818182,0.4230769230769231,5.714285714285714,0.7692307692307693,2,2
3.9783549783549783,1.25,1.8412698412698412,15.6875,16,231,22,13,1,0.3230769230769231,0.38095238095238093,8.3125,0.5584415584415584,2,1
4.135869565217392,2.3076923076923075,1.7659574468085106,16.46153846153846,13,184,22,18,0,0.7090909090909091,0.43478260869565216,7.461538461538462,0.6467391304347826,2,3
4.2875,3.0,2.4210526315789473,43.0,2,80,4,7,0,0.6842105263157895,0.525,18.0,0.75,2,3
4.366666666666666,1.1428571428571428,1.95,9.714285714285714,7,60,5,5,0,0.34782608695652173,0.5166666666666667,3.857142857142857,0.8833333333333333,0,2
3.9833333333333334,1.1923076923076923,1.7777777777777777,12.73076923076923,26,300,40,20,2,0.3364485981308411,0.33666666666666667,6.384615384615385,0.51,0,6
4.2835820895522385,1.0,1.8823529411764706,10.571428571428571,7,67,6,7,0,0.6,0.43283582089552236,5.0,0.7611940298507462,0,2
4.5,4.0,2.0,29.333333333333332,3,76,7,12,0,0.7727272727272727,0.5657894736842105,10.0,0.8421052631578947,1,0
4.6521739130434785,1.6666666666666667,1.7142857142857142,9.333333333333334,3,23,2,3,1,0.5,0.5217391304347826,3.6666666666666665,0.8695652173913043,0,0
4.427631578947368,1.8,1.9777777777777779,17.0,10,152,13,17,1,0.5909090909090909,0.46710526315789475,7.2,0.6842105263157895,1,3
3.9691629955947136,2.0952380952380953,1.7076923076923076,12.904761904761905,21,227,32,14,0,0.34210526315789475,0.40969162995594716,5.380952380952381,0.5991189427312775,2,4
4.786206896551724,2.0,2.05,18.11111111111111,9,145,21,17,0,0.6739130434782609,0.5103448275862069,7.444444444444445,0.7655172413793103,0,2
4.311475409836065,2.3333333333333335,2.1578947368421053,22.666666666666668,3,61,5,7,0,0.35,0.4918032786885246,10.333333333333334,0.7540983606557377,0,2
4.594202898550725,1.6,2.4705882352941178,15.4,5,69,3,9,1,0.9411764705882353,0.43478260869565216,7.2,0.7101449275362319,2,3
3.870833333333333,1.4,1.6285714285714286,17.4,15,240,30,26,1,0.5507246376811594,0.3958333333333333,8.6,0.5916666666666667,2,2
4.417910447761194,2.2,2.0,15.6,5,67,6,5,0,0.3333333333333333,0.5074626865671642,5.8,0.8059701492537313,0,0
4.326086956521739,1.75,1.8181818181818181,13.25,8,92,6,12,0,0.782608695652174,0.358695652173913,6.5,0.6195652173913043,1,0
3.8,1.4,1.5416666666666667,16.4,5,75,8,5,0,0.4090909090909091,0.4533333333333333,8.2,0.8,2,1
4.355555555555555,1.75,2.0,13.0,4,45,3,6,1,0.6153846153846154,0.4666666666666667,5.5,0.7777777777777778,0,0
3.977777777777778,3.0,2.0,21.0,5,90,7,14,0,0.72,0.4111111111111111,8.6,0.6555555555555556,1,1
4.033519553072626,1.6666666666666667,1.72,21.555555555555557,9,179,24,12,0,0.4716981132075472,0.44692737430167595,10.222222222222221,0.6536312849162011,1,5
4.864864864864865,1.25,2.4,10.5,4,37,2,8,0,0.6923076923076923,0.5675675675675675,4.0,0.8918918918918919,1,1
4.195652173913044,3.0,1.9565217391304348,21.4,5,92,10,8,0,0.6071428571428571,0.45652173913043476,9.0,0.7065217391304348,2,0
4.5,2.25,1.725,19.5,8,138,27,2,3,0.12962962962962962,0.42028985507246375,9.0,0.6594202898550725,1,2
4.016632016632016,2.76,1.8372093023255813,22.0,25,481,52,28,7,0.4,0.3866943866943867,10.08,0.5135135135135135,5,5
3.942982456140351,1.625,1.71875,15.875,16,228,27,21,1,0.4305555555555556,0.40350877192982454,7.6875,0.5833333333333334,1,0
3.9210526315789473,2.6,1.5384615384615385,17.8,5,76,7,7,0,0.47058823529411764,0.42105263157894735,8.4,0.7236842105263158,0,0
4.040462427745664,1.1538461538461537,1.6808510638297873,14.461538461538462,13,173,19,18,0,0.7333333333333333,0.3988439306358382,6.846153846153846,0.6184971098265896,3,0
4.115384615384615,1.5,1.75,11.9,10,104,11,9,1,0.6129032258064516,0.49038461538461536,4.8,0.7115384615384616,0,3
3.879245283018868,1.1875,1.7066666666666668,17.75,16,265,29,18,0,0.4305555555555556,0.4075471698113208,8.375,0.5811320754716981,3,2
4.659574468085107,1.1666666666666667,2.0,9.0,6,47,2,8,0,0.8461538461538461,0.48936170212765956,3.6666666666666665,0.7446808510638298,0,0
4.600985221674877,3.0,2.02,19.916666666666668,12,203,22,24,1,0.7543859649122807,0.4827586206896552,8.0,0.6995073891625616,5,5
4.615384615384615,1.4545454545454546,2.28,9.727272727272727,11,91,5,8,0,0.5384615384615384,0.5604395604395604,3.1818181818181817,0.7362637362637363,0,2
